id_inventario,sucursal,id_producto,nombre_producto,categoria,marca,stock_sucursal,stock_minimo,stock_maximo,precio_sucursal,ultima_reposicion,proveedor,pasillo,estado
INV002399,San Juan,P0251,Pro Lavaseca,Lavado,CleanMaster,1,5,1,221.28,2025-11-14,CleanMaster,D16,Disponible
INV002400,San Juan,P0063,Sandwichera,Cocina,CookElite,7,5,10,556.38,2025-10-21,CookElite,D12,Disponible
INV002401,San Juan,P0164,Estufa Eléctrica,Climatización,EcoClima,18,5,27,2985.7,2025-11-15,EcoClima,C15,Disponible
INV002402,San Juan,P0104,Eco Conservadora II,Cocina,ChefMaster,19,5,28,2603.07,2025-11-11,ChefMaster,D7,Disponible
INV002403,San Juan,P0087,Olla de Cocción Lenta,Cocina,KitchenPro,12,5,18,2556.43,2025-10-27,KitchenPro,D12,Disponible
INV002404,San Juan,P0210,Elite Humidificador,Climatización,EcoClima,19,5,28,122.9,2025-10-25,EcoClima,C3,Disponible
INV002405,San Juan,P0049,Max Freidora de Aire,Cocina,CookElite,11,5,16,967.42,2025-10-26,CookElite,B11,Disponible
INV002406,San Juan,P0033,Abridor de Latas,Cocina,HomeChef,0,5,0,941.6,2025-11-08,HomeChef,C3,Agotado
INV002407,San Juan,P0235,Lavarropas Semiautomático 3000,Lavado,SparkleHome,2,5,3,2117.82,2025-11-02,SparkleHome,D13,Disponible
INV002408,San Juan,P0132,Exprimidor,Cocina,ChefMaster,9,5,13,1759.29,2025-11-06,ChefMaster,C19,Disponible
INV002409,San Juan,P0083,Olla de Cocción Lenta II,Cocina,CookElite,2,5,3,1653.24,2025-10-24,CookElite,A8,Disponible
INV002410,San Juan,P0112,Deluxe Frigobar,Cocina,TechHome,2,5,3,249.56,2025-11-04,TechHome,B6,Disponible
INV002411,San Juan,P0188,Ventilador de Pie Plus,Climatización,PureAir,5,5,7,1883.53,2025-11-06,PureAir,C5,Disponible
INV002412,San Juan,P0213,Humidificador,Climatización,PureAir,7,5,10,2856.81,2025-10-31,PureAir,B11,Disponible
INV002413,San Juan,P0203,Neblinizador 2024,Climatización,PureAir,8,5,12,616.29,2025-11-10,PureAir,D19,Disponible
INV002414,San Juan,P0158,Aire de Ventana,Climatización,EcoClima,19,5,28,269.0,2025-10-23,EcoClima,D5,Disponible
INV002415,San Juan,P0174,Caloventor,Climatización,AirFlow,5,5,7,2565.45,2025-11-06,AirFlow,C3,Disponible
INV002416,San Juan,P0155,Aire Portátil,Climatización,EcoClima,10,5,15,1547.3,2025-10-20,EcoClima,B2,Disponible
INV002417,San Juan,P0114,Frigobar 2024,Cocina,HomeChef,3,5,4,1364.52,2025-10-22,HomeChef,A8,Disponible
INV002418,San Juan,P0264,Premium Centrifuga,Lavado,LaundryTech,23,5,34,2008.53,2025-11-14,LaundryTech,B4,Disponible
INV002419,San Juan,P0205,Neblinizador,Climatización,ClimaTech,4,5,6,1965.74,2025-10-25,ClimaTech,B10,Disponible
INV002420,San Juan,P0128,Advanced Pava Eléctrica,Cocina,CookElite,2,5,3,1178.65,2025-10-28,CookElite,B6,Disponible
INV002421,San Juan,P0214,Humidificador,Climatización,EcoClima,9,5,13,1429.43,2025-11-07,EcoClima,C19,Disponible
INV002422,San Juan,P0110,Frigobar,Cocina,TechHome,11,5,16,2352.92,2025-11-14,TechHome,A15,Disponible
INV002423,San Juan,P0180,Premium Panel Calefactor,Climatización,ThermoControl,3,5,4,2079.18,2025-10-28,ThermoControl,C7,Disponible
INV002424,San Juan,P0246,Lavarropa Carga Frontal,Lavado,FreshWash,10,5,15,2388.26,2025-10-20,FreshWash,B10,Disponible
INV002425,San Juan,P0230,Lavarropas Automático,Lavado,WashPro,22,5,33,705.57,2025-11-06,WashPro,A2,Disponible
INV002426,San Juan,P0070,Waflera,Cocina,CookElite,1,5,1,573.8,2025-11-04,CookElite,C10,Disponible
INV002427,San Juan,P0097,Advanced Freezer,Cocina,CookElite,17,5,25,761.14,2025-11-06,CookElite,C18,Disponible
INV002428,San Juan,P0265,Centrifuga,Lavado,SparkleHome,5,5,7,1088.36,2025-10-20,SparkleHome,A19,Disponible
INV002429,San Juan,P0266,Centrifuga Pro,Lavado,FreshWash,19,5,28,2962.15,2025-11-12,FreshWash,B12,Disponible
INV002430,San Juan,P0062,Digital Sandwichera Plus,Cocina,HomeChef,3,5,4,2566.36,2025-11-18,HomeChef,C19,Disponible
INV002431,San Juan,P0277,Lavavajillas Compacto,Lavado,CleanMaster,10,5,15,2798.47,2025-10-24,CleanMaster,B19,Disponible
INV002432,San Juan,P0184,Pro Ventilador de Pie,Climatización,EcoClima,6,5,9,1778.65,2025-11-13,EcoClima,B7,Disponible
INV002433,San Juan,P0009,Procesadora,Cocina,KitchenPro,7,5,10,1169.87,2025-10-25,KitchenPro,D6,Disponible
INV002434,San Juan,P0014,Premium Picadora,Cocina,KitchenPro,3,5,4,2405.96,2025-10-29,KitchenPro,D18,Disponible
INV002435,San Juan,P0172,Caloventor,Climatización,ClimaTech,21,5,31,1291.09,2025-10-30,ClimaTech,D2,Disponible
INV002436,San Juan,P0152,Compacto Aire Split II,Climatización,PureAir,11,5,16,1909.89,2025-11-10,PureAir,B8,Disponible
INV002437,San Juan,P0278,Lavavajillas Compacto,Lavado,CleanMaster,2,5,3,996.69,2025-11-10,CleanMaster,D14,Disponible
INV002438,San Juan,P0125,Max Pava Eléctrica,Cocina,KitchenPro,12,5,18,403.32,2025-11-17,KitchenPro,C20,Disponible
INV002439,San Juan,P0080,Pro Olla Arrocera,Cocina,TechHome,2,5,3,128.62,2025-11-06,TechHome,A13,Disponible
INV002440,San Juan,P0257,Turbo Secarropa,Lavado,FreshWash,4,5,6,1097.97,2025-11-06,FreshWash,D17,Disponible
INV002441,San Juan,P0051,Freidora de Aire Plus,Cocina,CookElite,0,5,0,1153.25,2025-10-19,CookElite,B9,Agotado
INV002442,San Juan,P0285,Plancha Seca 2024,Lavado,WashPro,24,5,36,2085.67,2025-10-30,WashPro,C1,Disponible
INV002443,San Juan,P0144,Plus Deshidratador 2024,Cocina,KitchenPro,16,5,24,2234.59,2025-10-28,KitchenPro,C3,Disponible
INV002444,San Juan,P0290,Centro de Planchado,Lavado,WashPro,18,5,27,1690.06,2025-11-05,WashPro,C14,Disponible
INV002445,San Juan,P0022,Advanced Batidora de Pie,Cocina,KitchenPro,26,5,39,2827.89,2025-11-11,KitchenPro,C2,Disponible
INV002446,San Juan,P0224,Ionizador 3000,Climatización,EcoClima,23,5,34,2759.72,2025-11-01,EcoClima,B4,Disponible
INV002447,San Juan,P0171,Caloventor II,Climatización,PureAir,15,5,22,980.79,2025-11-01,PureAir,D19,Disponible
INV002448,San Juan,P0129,Exprimidor 2024,Cocina,ChefMaster,24,5,36,599.98,2025-11-10,ChefMaster,A5,Disponible
INV002449,San Juan,P0242,Lavarropa Carga Frontal 3000,Lavado,LaundryTech,5,5,7,1510.71,2025-10-24,LaundryTech,D16,Disponible
INV002450,San Juan,P0191,Turbo Ventilador de Techo,Climatización,ThermoControl,15,5,22,810.63,2025-10-24,ThermoControl,A3,Disponible
INV002451,Jujuy,P0081,Olla Arrocera Plus,Cocina,ChefMaster,1,5,1,1453.11,2025-11-17,ChefMaster,A8,Disponible
INV002452,Jujuy,P0082,Olla Arrocera 3000,Cocina,HomeChef,4,5,6,413.39,2025-11-05,HomeChef,C10,Disponible
INV002453,Jujuy,P0015,Picadora,Cocina,HomeChef,6,5,9,2233.0,2025-10-19,HomeChef,B6,Disponible
INV002454,Jujuy,P0040,Molinillo de Café Pro,Cocina,ChefMaster,23,5,34,1561.23,2025-11-03,ChefMaster,A3,Disponible
INV002455,Jujuy,P0198,Compacto Ventilador de Torre,Climatización,ThermoControl,2,5,3,1170.09,2025-11-02,ThermoControl,D15,Disponible
INV002456,Jujuy,P0111,Frigobar,Cocina,TechHome,21,5,31,925.75,2025-10-26,TechHome,B20,Disponible
INV002457,Jujuy,P0050,Freidora de Aire,Cocina,KitchenPro,6,5,9,1187.58,2025-11-08,KitchenPro,B17,Disponible
INV002458,Jujuy,P0257,Turbo Secarropa,Lavado,FreshWash,3,5,4,1164.43,2025-11-10,FreshWash,D15,Disponible
INV002459,Jujuy,P0188,Ventilador de Pie Plus,Climatización,PureAir,3,5,4,1779.37,2025-11-18,PureAir,A20,Disponible
INV002460,Jujuy,P0093,Heladera,Cocina,ChefMaster,2,5,3,529.81,2025-11-16,ChefMaster,C7,Disponible
INV002461,Jujuy,P0016,Super Picadora,Cocina,CookElite,17,5,25,1636.59,2025-11-18,CookElite,A12,Disponible
INV002462,Jujuy,P0004,Compacto Licuadora,Cocina,ChefMaster,9,5,13,262.23,2025-11-16,ChefMaster,C3,Disponible
INV002463,Jujuy,P0079,Super Olla Arrocera X,Cocina,CookElite,4,5,6,1010.07,2025-11-08,CookElite,C11,Disponible
INV002464,Jujuy,P0124,Pava Eléctrica 2024,Cocina,HomeChef,3,5,4,47.87,2025-11-10,HomeChef,B18,Disponible
INV002465,Jujuy,P0051,Freidora de Aire Plus,Cocina,CookElite,0,5,0,1155.39,2025-10-20,CookElite,A8,Agotado
INV002466,Jujuy,P0187,Smart Ventilador de Pie,Climatización,EcoClima,21,5,31,1651.37,2025-11-02,EcoClima,D20,Disponible
INV002467,Jujuy,P0078,Profesional Olla Arrocera,Cocina,ChefMaster,19,5,28,137.55,2025-10-26,ChefMaster,B1,Disponible
INV002468,Jujuy,P0295,Profesional Planchita de Pelo Plus,Lavado,WashPro,1,5,1,1244.97,2025-11-06,WashPro,C2,Disponible
INV002469,Jujuy,P0038,Max Molinillo de Café,Cocina,TechHome,6,5,9,1025.21,2025-11-02,TechHome,C1,Disponible
INV002470,Jujuy,P0100,Pro Freezer Plus,Cocina,ChefMaster,8,5,12,2804.92,2025-10-21,ChefMaster,B15,Disponible
INV002471,Jujuy,P0125,Max Pava Eléctrica,Cocina,KitchenPro,15,5,22,398.77,2025-11-04,KitchenPro,B18,Disponible
INV002472,Jujuy,P0203,Neblinizador 2024,Climatización,PureAir,9,5,13,602.47,2025-11-18,PureAir,B5,Disponible
INV002473,Jujuy,P0112,Deluxe Frigobar,Cocina,TechHome,1,5,1,233.63,2025-11-15,TechHome,B3,Disponible
INV002474,Jujuy,P0035,Profesional Abridor de Latas,Cocina,KitchenPro,23,5,34,780.07,2025-11-10,KitchenPro,B13,Disponible
INV002475,Jujuy,P0150,Aire Split II,Climatización,ClimaTech,3,5,4,773.49,2025-11-16,ClimaTech,A12,Disponible
INV002476,Jujuy,P0003,Plus Licuadora Pro,Cocina,TechHome,5,5,7,313.98,2025-11-09,TechHome,C3,Disponible
INV002477,Jujuy,P0091,Advanced Heladera,Cocina,ChefMaster,10,5,15,3033.64,2025-11-03,ChefMaster,C16,Disponible
INV002478,Jujuy,P0041,Digital Horno Eléctrico,Cocina,CookElite,10,5,15,1779.81,2025-10-26,CookElite,A13,Disponible
INV002479,Jujuy,P0086,Digital Olla de Cocción Lenta,Cocina,ChefMaster,12,5,18,1827.12,2025-11-07,ChefMaster,D19,Disponible
INV002480,Jujuy,P0249,Elite Lavaseca,Lavado,FreshWash,3,5,4,2090.71,2025-11-02,FreshWash,B3,Disponible
INV002481,Jujuy,P0024,Profesional Mixer,Cocina,TechHome,8,5,12,507.43,2025-10-19,TechHome,C2,Disponible
INV002482,Jujuy,P0094,Elite Heladera,Cocina,CookElite,0,5,0,792.76,2025-10-28,CookElite,C10,Agotado
INV002483,Jujuy,P0126,Turbo Pava Eléctrica 2024,Cocina,HomeChef,1,5,1,1454.05,2025-11-16,HomeChef,A19,Disponible
INV002484,Jujuy,P0063,Sandwichera,Cocina,CookElite,3,5,4,543.31,2025-11-15,CookElite,C11,Disponible
INV002485,Jujuy,P0219,Premium Deshumidificador,Climatización,AirFlow,7,5,10,1240.6,2025-11-03,AirFlow,D15,Disponible
INV002486,Jujuy,P0248,Pro Lavaseca Plus,Lavado,SparkleHome,12,5,18,1478.04,2025-10-21,SparkleHome,C5,Disponible
INV002487,Jujuy,P0096,Premium Heladera,Cocina,CookElite,11,5,16,861.58,2025-11-06,CookElite,A16,Disponible
INV002488,Jujuy,P0018,Batidora de Mano II,Cocina,HomeChef,1,5,1,608.62,2025-11-14,HomeChef,D14,Disponible
INV002489,Jujuy,P0058,Eco Tostadora,Cocina,KitchenPro,11,5,16,2908.89,2025-11-16,KitchenPro,D15,Disponible
INV002490,Jujuy,P0269,Tender Eléctrico 3000,Lavado,WashPro,24,5,36,1691.14,2025-11-17,WashPro,B7,Disponible
INV002491,Jujuy,P0179,Panel Calefactor,Climatización,EcoClima,15,5,22,180.79,2025-11-10,EcoClima,C8,Disponible
INV002492,Jujuy,P0010,Deluxe Procesadora,Cocina,TechHome,12,5,18,1213.41,2025-11-02,TechHome,D15,Disponible
INV002493,Jujuy,P0268,Deluxe Centrifuga,Lavado,CleanMaster,11,5,16,1961.25,2025-11-08,CleanMaster,B2,Disponible
INV002494,Jujuy,P0286,Plancha Seca,Lavado,WashPro,22,5,33,1602.45,2025-11-07,WashPro,B18,Disponible
INV002495,Jujuy,P0234,Smart Lavarropas Semiautomático Plus,Lavado,LaundryTech,6,5,9,1492.8,2025-10-31,LaundryTech,B12,Disponible
INV002496,Jujuy,P0280,Max Plancha a Vapor,Lavado,CleanMaster,18,5,27,1462.08,2025-11-03,CleanMaster,D6,Disponible
INV002497,Jujuy,P0163,Super Aire Central,Climatización,ClimaTech,6,5,9,2214.79,2025-10-21,ClimaTech,B11,Disponible
INV002498,Jujuy,P0299,Smart TV 2024,Audio y Video,VisionPro,12,5,18,1437.54,2025-10-21,VisionPro,A6,Disponible
INV002499,Jujuy,P0103,Freezer,Cocina,CookElite,4,5,6,2539.36,2025-11-10,CookElite,B19,Disponible
INV002500,Jujuy,P0232,Compacto Lavarropas Automático,Lavado,CleanMaster,9,5,13,1697.85,2025-10-28,CleanMaster,C13,Disponible
INV002501,Jujuy,P0148,Aire Split,Climatización,PureAir,12,5,18,2756.28,2025-11-09,PureAir,D8,Disponible
INV002502,Jujuy,P0260,Secarropa II,Lavado,SparkleHome,12,5,18,1238.67,2025-11-11,SparkleHome,D12,Disponible
INV002503,Jujuy,P0177,Super Panel Calefactor Plus,Climatización,AirFlow,8,5,12,2866.23,2025-11-11,AirFlow,D15,Disponible
INV002504,Jujuy,P0289,Centro de Planchado,Lavado,CleanMaster,0,5,0,163.35,2025-10-24,CleanMaster,D8,Agotado
INV002505,Jujuy,P0002,Licuadora,Cocina,TechHome,9,5,13,1238.15,2025-10-22,TechHome,B10,Disponible
INV002506,Jujuy,P0271,Pro Tender Eléctrico,Lavado,LaundryTech,27,5,40,2655.68,2025-10-19,LaundryTech,B2,Disponible
INV002507,Jujuy,P0246,Lavarropa Carga Frontal,Lavado,FreshWash,12,5,18,2359.34,2025-11-05,FreshWash,B9,Disponible
INV002508,Jujuy,P0265,Centrifuga,Lavado,SparkleHome,9,5,13,1043.21,2025-11-15,SparkleHome,B3,Disponible
INV002509,Jujuy,P0027,Mixer Pro,Cocina,ChefMaster,13,5,19,51.1,2025-10-27,ChefMaster,C6,Disponible
INV002510,Jujuy,P0168,Super Estufa Eléctrica,Climatización,ThermoControl,6,5,9,1872.8,2025-11-05,ThermoControl,B17,Disponible
INV002511,Jujuy,P0149,Aire Split,Climatización,EcoClima,16,5,24,2000.38,2025-11-13,EcoClima,B12,Disponible
INV002512,Jujuy,P0164,Estufa Eléctrica,Climatización,EcoClima,16,5,24,2924.81,2025-11-09,EcoClima,C12,Disponible
INV002513,Jujuy,P0193,Ventilador de Techo 2024,Climatización,ClimaTech,15,5,22,1265.22,2025-11-15,ClimaTech,C7,Disponible
INV002514,Jujuy,P0192,Ventilador de Techo X,Climatización,AirFlow,4,5,6,726.58,2025-11-09,AirFlow,A3,Disponible
INV002515,Jujuy,P0021,Batidora de Pie II,Cocina,HomeChef,7,5,10,507.56,2025-11-08,HomeChef,C10,Disponible
INV002516,Jujuy,P0119,Vinoteca II,Cocina,HomeChef,24,5,36,1846.31,2025-11-08,HomeChef,C6,Disponible
INV002517,Jujuy,P0097,Advanced Freezer,Cocina,CookElite,24,5,36,780.75,2025-11-16,CookElite,C6,Disponible
INV002518,Jujuy,P0223,Ionizador 3000,Climatización,ThermoControl,24,5,36,518.0,2025-10-25,ThermoControl,B17,Disponible
INV002519,Jujuy,P0088,Olla de Cocción Lenta Plus,Cocina,HomeChef,10,5,15,1123.65,2025-11-07,HomeChef,A4,Disponible
INV002520,Jujuy,P0216,Advanced Humidificador,Climatización,AirFlow,9,5,13,1153.75,2025-11-05,AirFlow,D20,Disponible
INV002521,Jujuy,P0227,Max Ionizador,Climatización,ThermoControl,4,5,6,1610.5,2025-11-10,ThermoControl,C6,Disponible
INV002522,Jujuy,P0055,Freidora de Aire,Cocina,TechHome,11,5,16,852.89,2025-10-21,TechHome,D6,Disponible
INV002523,Jujuy,P0211,Advanced Humidificador X,Climatización,PureAir,12,5,18,1313.14,2025-10-26,PureAir,B20,Disponible
INV002524,Jujuy,P0194,Max Ventilador de Torre,Climatización,AirFlow,20,5,30,1616.4,2025-10-21,AirFlow,A12,Disponible
INV002525,Jujuy,P0045,Premium Horno Eléctrico,Cocina,HomeChef,2,5,3,1160.69,2025-11-18,HomeChef,C4,Disponible
INV002526,Jujuy,P0076,Deluxe Parrilla Eléctrica,Cocina,KitchenPro,11,5,16,2287.14,2025-10-19,KitchenPro,B9,Disponible
INV002527,Jujuy,P0218,Deshumidificador,Climatización,PureAir,0,5,0,897.07,2025-10-31,PureAir,B2,Agotado
INV002528,Jujuy,P0080,Pro Olla Arrocera,Cocina,TechHome,1,5,1,138.36,2025-11-04,TechHome,B9,Disponible
INV002529,Jujuy,P0136,Smart Yogurtera,Cocina,CookElite,1,5,1,2146.46,2025-11-12,CookElite,A17,Disponible
INV002530,Jujuy,P0062,Digital Sandwichera Plus,Cocina,HomeChef,1,5,1,2534.4,2025-11-10,HomeChef,C8,Disponible
INV002531,Jujuy,P0066,Pro Waflera,Cocina,ChefMaster,22,5,33,1023.21,2025-11-01,ChefMaster,D6,Disponible
INV002532,Jujuy,P0056,Tostadora,Cocina,CookElite,5,5,7,2166.15,2025-10-26,CookElite,A9,Disponible
INV002533,Jujuy,P0201,Turbo Ventilador de Torre Pro,Climatización,ThermoControl,13,5,19,1436.84,2025-11-18,ThermoControl,D4,Disponible
INV002534,Jujuy,P0131,Turbo Exprimidor,Cocina,KitchenPro,19,5,28,1997.77,2025-11-06,KitchenPro,D8,Disponible
INV002535,Jujuy,P0200,Ventilador de Torre 3000,Climatización,PureAir,12,5,18,919.88,2025-10-20,PureAir,A5,Disponible
INV002536,Jujuy,P0287,Plancha Seca,Lavado,CleanMaster,14,5,21,977.09,2025-10-24,CleanMaster,D20,Disponible
INV002537,Jujuy,P0030,Eco Rallador Eléctrico,Cocina,TechHome,23,5,34,601.49,2025-10-29,TechHome,C1,Disponible
INV002538,Jujuy,P0264,Premium Centrifuga,Lavado,LaundryTech,16,5,24,2131.76,2025-10-22,LaundryTech,D3,Disponible
INV002539,Jujuy,P0019,Batidora de Mano,Cocina,ChefMaster,15,5,22,197.15,2025-11-18,ChefMaster,B11,Disponible
INV002540,Jujuy,P0300,Smart TV Plus,Audio y Video,ScreenPro,8,5,12,308.42,2025-10-26,ScreenPro,A14,Disponible
INV002541,Jujuy,P0073,Profesional Parrilla Eléctrica 3000,Cocina,ChefMaster,2,5,3,1940.88,2025-10-20,ChefMaster,A6,Disponible
INV002542,Jujuy,P0185,Ventilador de Pie,Climatización,PureAir,13,5,19,2251.42,2025-11-03,PureAir,D17,Disponible
INV002543,Jujuy,P0127,Pava Eléctrica,Cocina,HomeChef,6,5,9,2793.21,2025-10-29,HomeChef,B2,Disponible
INV002544,Jujuy,P0284,Elite Plancha Seca X,Lavado,WashPro,11,5,16,907.93,2025-10-21,WashPro,C5,Disponible
INV002545,Jujuy,P0278,Lavavajillas Compacto,Lavado,CleanMaster,3,5,4,957.0,2025-10-22,CleanMaster,D13,Disponible
INV002546,Jujuy,P0159,Aire de Ventana X,Climatización,ThermoControl,12,5,18,1879.51,2025-10-23,ThermoControl,D17,Disponible
INV002547,Jujuy,P0214,Humidificador,Climatización,EcoClima,12,5,18,1429.35,2025-11-13,EcoClima,A3,Disponible
INV002548,Jujuy,P0204,Neblinizador,Climatización,AirFlow,10,5,15,1529.27,2025-11-10,AirFlow,B9,Disponible
INV002549,Jujuy,P0120,Deluxe Cafetera 2024,Cocina,HomeChef,4,5,6,1066.68,2025-10-29,HomeChef,D6,Disponible
INV002550,Jujuy,P0161,Aire Central Pro,Climatización,AirFlow,12,5,18,1831.22,2025-10-22,AirFlow,D3,Disponible
INV002551,Jujuy,P0298,Planchita de Pelo,Lavado,LaundryTech,8,5,12,978.86,2025-11-07,LaundryTech,B17,Disponible
INV002552,Jujuy,P0184,Pro Ventilador de Pie,Climatización,EcoClima,8,5,12,1768.76,2025-10-23,EcoClima,C15,Disponible
INV002553,Jujuy,P0243,Lavarropa Carga Frontal Plus,Lavado,LaundryTech,21,5,31,1107.64,2025-10-28,LaundryTech,D7,Disponible
INV002554,Jujuy,P0142,Profesional Deshidratador,Cocina,KitchenPro,8,5,12,720.41,2025-10-21,KitchenPro,B19,Disponible
INV002555,Jujuy,P0116,Vinoteca,Cocina,TechHome,10,5,15,2394.71,2025-11-08,TechHome,D19,Disponible
INV002556,Jujuy,P0275,Lavavajillas Compacto 2024,Lavado,FreshWash,11,5,16,2110.8,2025-10-23,FreshWash,B13,Disponible
INV002557,Jujuy,P0277,Lavavajillas Compacto,Lavado,CleanMaster,14,5,21,2753.13,2025-11-18,CleanMaster,A2,Disponible
INV002558,Jujuy,P0215,Humidificador,Climatización,PureAir,4,5,6,1448.8,2025-11-12,PureAir,A11,Disponible
INV002559,Jujuy,P0037,Abridor de Latas,Cocina,CookElite,6,5,9,2111.5,2025-11-10,CookElite,B19,Disponible
INV002560,Jujuy,P0137,Yogurtera,Cocina,TechHome,4,5,6,2581.29,2025-11-11,TechHome,D1,Disponible
INV002561,Jujuy,P0048,Digital Microondas,Cocina,CookElite,8,5,12,784.58,2025-11-02,CookElite,D20,Disponible
INV002562,Jujuy,P0009,Procesadora,Cocina,KitchenPro,6,5,9,1204.18,2025-11-06,KitchenPro,A20,Disponible
INV002563,Jujuy,P0220,Ultra Deshumidificador,Climatización,ThermoControl,10,5,15,2600.26,2025-11-07,ThermoControl,D13,Disponible
INV002564,Jujuy,P0014,Premium Picadora,Cocina,KitchenPro,1,5,1,2263.42,2025-11-03,KitchenPro,A6,Disponible
INV002565,Jujuy,P0012,Advanced Procesadora II,Cocina,TechHome,7,5,10,2529.06,2025-11-16,TechHome,B13,Disponible
INV002566,Jujuy,P0160,Aire de Ventana Pro,Climatización,ClimaTech,10,5,15,444.35,2025-11-14,ClimaTech,C4,Disponible
INV002567,Jujuy,P0061,Sandwichera,Cocina,TechHome,17,5,25,2270.97,2025-10-21,TechHome,C12,Disponible
INV002568,Jujuy,P0169,Profesional Caloventor II,Climatización,PureAir,6,5,9,2806.32,2025-11-17,PureAir,B11,Disponible
INV002569,Jujuy,P0134,Yogurtera,Cocina,HomeChef,7,5,10,1932.07,2025-11-11,HomeChef,C8,Disponible
INV002570,Jujuy,P0195,Ventilador de Torre 2024,Climatización,AirFlow,0,5,0,2702.76,2025-11-04,AirFlow,C2,Agotado
INV002571,Jujuy,P0140,Yogurtera,Cocina,ChefMaster,9,5,13,505.12,2025-10-26,ChefMaster,C11,Disponible
INV002572,Jujuy,P0052,Deluxe Freidora de Aire,Cocina,ChefMaster,5,5,7,2401.2,2025-11-11,ChefMaster,C18,Disponible
INV002573,Jujuy,P0210,Elite Humidificador,Climatización,EcoClima,22,5,33,123.58,2025-10-24,EcoClima,B11,Disponible
INV002574,Jujuy,P0224,Ionizador 3000,Climatización,EcoClima,9,5,13,2962.64,2025-11-13,EcoClima,C14,Disponible
INV002575,Jujuy,P0146,Ultra Deshidratador,Cocina,ChefMaster,0,5,0,1179.78,2025-10-31,ChefMaster,A3,Agotado
INV002576,Jujuy,P0165,Digital Estufa Eléctrica,Climatización,ThermoControl,15,5,22,2344.39,2025-10-24,ThermoControl,B6,Disponible
INV002577,Jujuy,P0279,Plancha a Vapor 3000,Lavado,WashPro,20,5,30,652.19,2025-10-31,WashPro,B20,Disponible
INV002578,Jujuy,P0046,Microondas 3000,Cocina,CookElite,2,5,3,2826.29,2025-10-28,CookElite,D11,Disponible
INV002579,Jujuy,P0053,Freidora de Aire,Cocina,KitchenPro,16,5,24,2241.88,2025-11-12,KitchenPro,D16,Disponible
INV002580,Jujuy,P0043,Horno Eléctrico,Cocina,HomeChef,11,5,16,2016.92,2025-10-22,HomeChef,A5,Disponible
INV002581,Jujuy,P0029,Compacto Rallador Eléctrico 2024,Cocina,ChefMaster,1,5,1,2864.75,2025-11-11,ChefMaster,C9,Disponible
INV002582,Jujuy,P0098,Turbo Freezer,Cocina,TechHome,4,5,6,280.21,2025-11-18,TechHome,C3,Disponible
INV002583,Jujuy,P0247,Premium Lavarropa Carga Frontal,Lavado,FreshWash,0,5,0,1868.34,2025-10-27,FreshWash,B10,Agotado
INV002584,Jujuy,P0007,Licuadora,Cocina,KitchenPro,12,5,18,2593.2,2025-10-31,KitchenPro,D11,Disponible
INV002585,Jujuy,P0213,Humidificador,Climatización,PureAir,9,5,13,2970.25,2025-10-27,PureAir,A7,Disponible
INV002586,Jujuy,P0154,Aire Portátil,Climatización,ClimaTech,3,5,4,1975.01,2025-10-30,ClimaTech,D8,Disponible
INV002587,Jujuy,P0229,Deluxe Lavarropas Automático 2024,Lavado,WashPro,0,5,0,187.79,2025-10-30,WashPro,A10,Agotado
INV002588,Jujuy,P0173,Digital Caloventor,Climatización,EcoClima,1,5,1,932.41,2025-11-05,EcoClima,A9,Disponible
INV002589,Jujuy,P0068,Waflera,Cocina,KitchenPro,4,5,6,2412.17,2025-11-07,KitchenPro,D8,Disponible
INV002590,Jujuy,P0020,Batidora de Pie,Cocina,KitchenPro,1,5,1,761.06,2025-10-21,KitchenPro,A17,Disponible
INV002591,Jujuy,P0180,Premium Panel Calefactor,Climatización,ThermoControl,3,5,4,2048.37,2025-11-02,ThermoControl,D5,Disponible
INV002592,Jujuy,P0060,Pro Sandwichera,Cocina,HomeChef,10,5,15,61.89,2025-10-29,HomeChef,C20,Disponible
INV002593,Jujuy,P0036,Deluxe Abridor de Latas,Cocina,CookElite,23,5,34,699.13,2025-11-12,CookElite,A10,Disponible
INV002594,Jujuy,P0090,Olla de Cocción Lenta X,Cocina,KitchenPro,5,5,7,1980.37,2025-10-19,KitchenPro,D3,Disponible
INV002595,Jujuy,P0190,Ventilador de Techo,Climatización,ThermoControl,9,5,13,878.83,2025-10-24,ThermoControl,B7,Disponible
INV002596,Jujuy,P0196,Advanced Ventilador de Torre Pro,Climatización,PureAir,5,5,7,2751.56,2025-10-26,PureAir,B2,Disponible
INV002597,Jujuy,P0099,Freezer,Cocina,CookElite,6,5,9,2443.71,2025-11-07,CookElite,A17,Disponible
INV002598,Jujuy,P0042,Max Horno Eléctrico,Cocina,HomeChef,12,5,18,1397.01,2025-11-11,HomeChef,D2,Disponible
INV002599,Jujuy,P0291,Centro de Planchado,Lavado,CleanMaster,14,5,21,1079.19,2025-10-28,CleanMaster,B3,Disponible
INV002600,Jujuy,P0282,Compacto Plancha a Vapor,Lavado,SparkleHome,7,5,10,2784.43,2025-10-20,SparkleHome,A6,Disponible
INV002601,Río Negro,P0035,Profesional Abridor de Latas,Cocina,KitchenPro,14,5,21,810.03,2025-10-23,KitchenPro,C10,Disponible
INV002602,Río Negro,P0017,Profesional Batidora de Mano,Cocina,TechHome,11,5,16,838.22,2025-10-25,TechHome,B19,Disponible
